words,links,capital_words,spam_word_count,is_spam
202,1,1,2,0
165,5,23,0,1
178,0,1,0,0
129,9,5,3,1
616,7,5,4,1
74,2,0,8,1
264,7,3,9,1
188,2,1,1,0
174,0,2,1,0
181,8,6,6,1
58,9,6,4,1
61,2,2,3,0
679,7,14,7,1
204,2,3,0,0
164,1,3,1,0
239,2,7,2,0
279,0,1,0,0
228,1,1,1,0
957,3,19,8,1
121,8,10,8,1
994,9,20,1,1
69,4,1,3,0
155,2,1,3,0
679,3,16,5,1
240,8,0,9,1
136,0,1,2,0
170,2,2,2,0
290,8,6,7,1
119,5,1,6,0
610,8,20,5,1
236,1,19,3,1
115,6,4,3,1
134,5,1,0,0
111,2,7,3,1
96,2,0,0,0
131,2,6,6,1
195,0,7,1,0
994,8,16,0,1
959,9,28,10,1
116,9,28,9,1
202,1,1,2,0
224,1,3,0,0
83,1,1,0,0
754,9,24,4,1
107,2,3,2,0
172,1,2,4,0
43,0,0,0,0
404,1,2,6,0
941,5,16,4,1
468,1,4,1,0
148,2,9,5,1
414,3,26,10,1
551,0,21,8,1
133,1,5,0,0
163,2,0,0,0
898,8,27,8,1
168,9,22,0,1
345,2,1,1,0
244,0,1,1,0
167,0,0,1,0
170,2,9,2,0
167,9,9,4,1
515,3,9,1,1
80,0,2,2,0
126,2,1,2,0
395,5,3,10,1
274,1,3,1,0
38,2,0,6,0
279,5,2,2,0
865,7,10,8,1
136,9,10,3,1
442,0,23,5,1
355,1,15,5,1
454,2,3,5,0
80,3,1,6,0
754,6,17,9,1
208,2,15,0,1
913,8,3,8,1
110,0,3,1,0
32,0,4,2,0
176,0,2,0,0
350,7,13,8,1
995,2,16,7,1
327,2,0,10,1
226,3,19,4,1
224,5,7,0,0
517,6,6,7,1
71,2,0,1,0
578,9,21,10,1
283,2,3,1,0
158,6,20,10,1
440,1,3,2,0
218,1,3,3,0
243,1,3,0,0
181,1,4,3,0
97,2,1,1,0
70,5,13,6,1
874,6,25,4,1
184,2,1,1,0
201,1,0,2,0
111,1,3,1,0
635,2,9,6,1
195,10,25,3,1
153,1,8,2,0
207,0,3,1,0
171,1,3,1,0
799,2,5,8,1
195,5,1,1,0
219,1,8,0,0
938,2,6,9,1
285,0,1,0,0
254,4,4,8,1
348,6,1,7,1
127,2,30,4,1
255,2,3,2,0
252,0,0,1,0
172,2,1,1,0
811,8,27,10,1
237,1,9,2,0
190,10,1,4,1
343,4,13,7,1
73,2,2,0,0
665,8,6,5,1
452,3,2,0,1
235,1,3,2,0
614,0,16,5,1
26,1,3,0,0
271,1,3,6,0
153,3,30,3,1
117,2,3,4,0
153,4,1,1,0
441,7,27,1,1
784,4,12,10,1
799,9,1,8,1
121,1,2,3,0
795,5,14,1,1
205,0,0,1,0
65,5,2,2,0
31,2,2,0,0
239,0,4,2,0
42,2,1,0,0
259,1,0,2,0
74,0,2,0,0
270,1,3,4,0
185,2,1,1,0
615,9,7,6,1
454,4,15,2,1
394,8,1,3,1
80,0,30,2,1
914,10,5,10,1
544,1,15,5,1
233,1,0,1,0
119,0,3,1,0
951,8,8,6,1
126,4,3,1,0
150,2,3,1,0
47,0,0,1,0
419,2,10,3,1
967,3,28,3,1
57,8,15,6,1
779,3,23,8,1
107,0,1,2,0
114,4,2,1,0
110,9,12,0,1
48,3,2,0,0
262,1,2,0,0
515,7,29,2,1
49,2,3,2,0
708,3,7,8,1
777,3,28,3,1
291,1,1,2,0
165,1,3,2,0
911,3,17,4,1
183,1,23,3,1
409,0,3,3,0
83,0,3,2,0
89,10,28,4,1
90,7,17,8,1
706,1,6,4,1
140,8,26,8,1
338,0,0,0,0
723,7,13,10,1
956,9,10,10,1
672,5,23,4,1
278,2,3,1,0
23,1,2,0,0
439,3,27,9,1
296,0,0,5,0
677,4,25,3,1
459,7,27,3,1
917,6,2,3,1
739,6,30,6,1
99,10,8,7,1
243,1,3,2,0
380,1,0,1,0
65,1,2,1,0
188,0,1,0,0
604,5,23,8,1
59,0,20,7,1
110,1,2,0,0
91,3,0,2,0
328,2,23,3,1
973,9,27,9,1
175,2,3,1,0
180,1,2,0,0
89,4,26,4,1
162,5,23,8,1
717,5,30,4,1
850,2,7,9,1
75,1,4,0,0
66,1,1,1,0
152,2,1,6,0
290,1,3,6,0
146,3,11,4,1
532,4,26,3,1
657,9,29,3,1
146,1,3,2,0
309,3,3,10,1
92,1,3,1,0
610,4,25,3,1
638,4,5,9,1
959,2,30,6,1
358,1,17,1,1
232,1,2,1,0
33,1,1,1,0
31,0,3,2,0
222,1,2,0,0
765,1,26,10,1
609,6,5,2,1
62,7,21,7,1
230,1,2,2,0
170,6,25,1,1
220,2,1,1,0
751,6,1,9,1
871,8,5,4,1
159,2,9,2,0
33,1,2,2,0
170,2,16,5,1
274,1,1,0,0
134,4,15,7,1
57,1,2,0,0
122,0,8,1,1
813,9,11,0,1
435,0,1,2,0
145,0,16,3,1
39,4,0,1,0
166,0,0,2,0
837,5,2,6,1
473,4,12,9,1
208,1,2,0,0
290,0,3,6,0
57,0,2,0,0
119,1,0,3,0
170,5,1,0,0
114,10,28,9,1
200,1,1,1,0
64,0,0,2,0
198,3,19,4,1
239,2,1,4,0
53,0,0,1,0
113,0,6,6,0
910,7,24,4,1
182,2,0,5,0
292,5,2,1,0
341,3,11,8,1
237,8,10,3,1
314,9,7,4,1
223,2,1,2,0
759,2,1,2,1
949,8,19,9,1
888,8,5,6,1
80,2,3,0,0
51,5,7,2,0
62,0,10,2,0
33,2,2,2,0
174,1,2,3,0
166,0,1,3,0
993,5,18,5,1
293,10,19,2,1
54,1,6,0,0
446,0,2,0,0
295,0,2,1,0
65,2,2,2,0
87,3,0,2,0
806,10,23,7,1
269,3,0,2,0
195,7,17,5,1
632,0,24,4,1
227,2,0,2,0
123,9,2,3,1
101,3,0,1,1
579,9,17,7,1
174,7,12,10,1
50,1,3,0,0
88,9,27,6,1
149,3,1,2,0
293,6,27,10,1
23,0,3,2,0
181,1,3,0,0
543,10,9,8,1
51,2,6,3,1
161,3,9,3,1
644,8,15,4,1
318,3,2,7,1
694,7,25,10,1
647,5,17,10,1
479,1,0,1,0
119,4,4,3,1
228,1,3,2,0
718,6,8,4,1
110,4,29,8,1
74,1,1,1,0
630,6,22,4,1
642,5,6,6,1
975,8,20,5,1
218,1,3,2,0
392,0,19,1,1
89,1,2,1,0
104,2,3,0,0
143,2,1,1,0
125,5,8,3,1
85,2,0,2,0
92,3,29,10,1
794,2,11,9,1
627,8,8,6,1
735,7,28,4,1
115,10,29,8,1
610,1,8,7,1
797,8,20,6,1
596,1,5,0,1
262,0,3,0,0
272,1,0,0,0
324,8,19,10,1
860,3,23,5,1
713,5,5,8,1
153,2,3,1,0
237,0,3,2,0
105,1,2,0,0
335,4,21,9,1
301,10,3,6,1
633,6,20,6,1
524,2,11,4,1
130,2,9,3,1
304,0,4,1,0
65,1,5,2,0
214,1,2,1,0
879,5,7,8,1
159,1,2,1,0
283,5,3,0,0
95,2,3,0,0
943,10,24,9,1
57,1,2,4,0
284,2,3,4,0
207,0,2,0,0
76,9,14,10,1
202,1,3,0,0
438,3,1,3,1
64,2,0,5,0
314,6,26,10,1
51,2,24,3,1
270,2,3,0,0
151,4,10,1,0
74,0,1,1,0
259,4,0,1,0
270,2,2,2,0
720,0,30,3,1
230,0,2,5,0
670,2,13,10,1
295,2,1,3,0
706,6,7,4,1
169,0,4,1,0
259,8,21,9,1
207,0,9,1,0
637,2,27,6,1
446,8,3,10,1
295,2,2,1,0
188,9,12,6,1
147,1,3,0,0
96,1,10,1,0
108,4,16,9,1
314,7,24,2,1
50,2,23,7,1
195,2,0,0,0
269,0,15,5,1
614,9,21,4,1
872,5,0,10,1
178,1,2,2,0
668,8,5,3,1
217,2,10,0,0
962,8,5,5,1
188,2,24,8,1
151,2,1,0,0
786,8,9,0,1
138,0,10,9,1
987,1,2,1,1
168,3,27,5,1
58,2,1,0,0
141,9,5,1,1
39,1,2,0,0
78,2,0,2,0
659,1,13,5,1
141,1,2,3,1
385,3,25,8,1
898,9,8,4,1
28,1,2,2,0
188,2,17,9,1
98,8,16,2,1
170,5,21,6,1
125,8,28,4,1
224,2,3,2,0
699,7,7,6,1
279,2,2,5,0
292,2,3,0,0
614,9,19,7,1
112,1,2,0,0
283,0,2,1,0
90,2,1,1,0
574,4,27,8,1
246,4,1,0,0
420,3,20,1,1
93,9,22,1,1
231,1,3,6,0
460,3,15,4,1
100,2,10,2,1
195,9,14,0,1
206,0,2,0,0
962,10,8,3,1
154,4,28,7,1
501,2,9,8,1
242,0,1,1,0
432,9,14,3,1
898,10,25,3,1
108,1,2,0,0
55,2,0,1,0
102,4,27,10,1
195,5,6,1,1
262,1,2,5,0
292,1,3,1,0
298,3,22,8,1
83,10,23,10,1
153,2,10,5,0
242,0,3,0,0
167,5,3,1,0
239,1,0,2,0
281,1,2,0,0
21,0,2,4,0
333,10,13,6,1
127,9,2,7,1
607,9,11,1,1
101,0,9,2,0
205,0,2,1,0
306,0,26,10,1
107,4,18,8,1
125,1,27,4,1
474,2,3,0,0
158,1,10,1,0
200,2,2,5,0
162,7,30,10,1
825,3,22,10,1
148,2,7,1,0
776,7,28,7,1
542,2,12,3,1
40,2,3,2,0
269,1,3,3,0
495,5,1,5,0
188,0,0,2,0
94,1,2,0,0
298,2,6,1,0
245,1,3,1,0
222,2,0,0,0
428,3,25,0,1
96,1,0,2,0
967,9,19,9,1
203,2,2,0,0
988,8,16,2,1
658,6,27,10,1
240,1,1,1,0
650,6,17,9,1
244,2,1,2,0
333,2,0,2,0
786,4,6,5,1
103,1,3,1,0
26,0,6,3,0
40,1,5,0,0
210,2,6,3,1
142,0,0,1,0
149,3,25,6,1
112,2,6,0,0
283,3,11,9,1
271,4,4,2,0
122,4,0,4,0
750,3,18,3,1
87,0,3,0,0
49,0,0,0,0
94,1,2,0,0
359,9,7,8,1
554,5,7,6,1
539,4,4,3,1
224,1,6,2,0
868,9,14,5,1
458,9,16,5,1
352,0,1,2,0
489,2,26,8,1
34,2,6,2,0
814,7,7,7,1
714,10,19,3,1
170,6,27,7,1
78,1,1,2,0
184,3,2,2,0
148,2,15,3,1
184,4,1,2,0
695,8,5,3,1
186,5,5,9,1
137,2,2,2,0
202,2,3,0,0
210,0,0,1,0
641,10,14,3,1
209,3,0,0,0
163,5,0,1,0
138,9,5,9,1
36,2,2,6,0
613,6,5,9,1
198,2,9,2,0
244,0,0,0,0
589,8,20,6,1
39,0,0,0,0
165,1,2,1,0
126,0,13,10,1
200,4,0,2,0
167,0,8,1,0
232,1,2,2,0
192,1,9,2,0
103,8,6,10,1
82,3,26,9,1
429,2,1,2,0
60,1,0,0,0
506,4,12,7,1
419,8,8,6,1
20,2,3,0,0
900,7,17,5,1
142,5,4,2,1
317,3,24,3,1
87,0,3,2,0
151,0,4,2,0
253,0,0,2,0
23,0,1,5,0
459,1,0,2,0
203,2,24,2,1
630,8,27,5,1
990,3,24,7,1
56,9,11,8,1
280,2,2,2,0
397,1,1,2,0
257,1,10,1,0
79,0,8,6,0
210,0,10,0,0
768,7,19,3,1
100,0,3,1,0
139,5,0,1,0
103,4,3,7,1
859,1,28,5,1
322,9,2,10,1
355,5,13,4,1
682,4,16,3,1
230,3,14,7,1
937,4,8,4,1
125,2,2,2,0
298,2,2,3,0
258,2,1,4,1
343,5,0,4,1
261,0,0,4,0
275,1,2,2,0
923,4,22,6,1
174,1,28,6,1
747,8,18,5,1
938,9,6,3,1
183,2,2,5,0
316,8,11,8,1
279,2,3,5,1
577,9,11,8,1
879,0,5,3,1
196,1,1,2,0
900,2,2,1,1
216,7,23,10,1
609,8,20,8,1
97,2,2,0,0
684,0,19,2,1
888,2,10,0,1
195,2,5,0,1
122,5,3,3,1
649,9,5,9,1
240,1,2,1,0
550,4,19,4,1
184,8,2,6,1
212,0,0,2,0
128,1,3,0,0
283,0,2,2,0
228,1,0,2,0
281,2,11,6,1
475,1,7,7,1
169,1,0,6,0
114,0,0,3,0
232,0,3,1,0
247,0,1,2,0
238,2,2,1,0
188,2,2,1,0
593,4,20,3,1
891,9,28,0,1
54,2,0,0,0
73,9,5,0,1
328,10,30,10,1
137,7,3,1,1
545,7,19,3,1
948,5,26,1,1
465,6,12,6,1
161,4,22,3,1
189,2,3,2,0
133,0,1,1,0
244,2,1,1,0
60,0,0,0,0
38,1,6,1,0
146,4,0,6,0
840,1,16,5,1
177,2,13,8,1
820,10,5,9,1
175,5,6,9,1
140,2,20,3,1
404,5,10,1,1
193,6,5,2,1
274,4,0,2,0
784,4,19,9,1
278,4,0,0,0
459,2,0,1,0
100,0,2,6,0
112,1,0,6,0
53,0,2,4,0
185,4,26,2,1
134,4,29,7,1
936,3,29,4,1
54,1,1,6,0
79,1,3,3,0
82,10,8,0,1
635,7,23,1,1
163,1,0,1,0
297,1,8,2,0
479,1,0,1,0
20,1,1,2,0
246,5,9,3,1
206,0,2,2,0
160,1,3,0,0
38,1,3,2,0
52,3,0,2,0
809,2,5,6,1
802,4,10,4,1
343,0,2,1,0
781,10,3,0,1
171,1,0,1,0
744,6,2,3,1
257,0,2,2,0
202,0,2,0,0
493,4,30,2,1
94,0,1,2,0
909,9,12,7,1
176,1,2,1,0
249,9,4,6,1
178,2,0,2,0
172,0,0,6,0
291,2,2,4,0
82,3,17,6,1
118,1,1,2,0
826,7,5,0,1
204,2,3,0,0
158,2,4,1,0
33,2,1,1,0
371,0,1,3,1
498,8,17,10,1
107,1,1,0,0
289,0,0,0,0
428,9,5,2,1
867,1,3,4,1
125,1,1,0,0
420,0,11,4,1
151,1,0,1,0
333,10,0,0,1
210,5,2,1,0
259,1,3,0,0
200,1,18,6,1
40,4,3,0,0
107,3,29,10,1
211,1,2,4,0
275,0,9,1,0
322,4,7,1,1
197,0,1,2,0
299,5,27,10,1
868,10,16,5,1
260,1,0,2,0
72,2,19,4,1
273,2,26,6,1
55,2,1,0,0
415,3,19,9,1
252,10,17,9,1
929,7,19,1,1
136,4,16,10,1
208,2,1,0,0
226,4,8,9,1
930,0,8,7,1
125,6,24,5,1
231,2,0,2,0
223,1,0,5,0
210,2,3,4,0
295,0,3,1,0
168,1,29,4,1
141,10,29,5,1
133,2,0,0,0
78,1,3,1,0
144,0,8,2,0
293,1,3,0,0
865,5,7,3,1
47,3,1,5,0
29,2,3,5,0
343,0,30,10,1
860,6,26,8,1
665,6,23,2,1
730,3,17,10,1
470,1,18,9,1
241,0,0,3,0
50,4,1,1,0
127,4,3,1,0
488,0,3,2,0
615,2,14,4,1
325,6,3,8,1
173,10,22,8,1
270,4,1,1,0
528,9,16,9,1
171,6,14,10,1
56,10,2,4,1
596,7,5,8,1
128,2,8,3,1
119,8,24,8,1
274,2,2,2,0
449,2,0,8,1
70,2,7,2,0
791,8,19,8,1
287,1,3,1,0
292,2,2,2,0
185,3,3,3,0
241,2,5,4,1
416,3,5,8,1
911,3,18,8,1
283,4,2,2,0
180,0,25,10,1
185,5,3,2,0
961,7,1,4,1
657,5,28,3,1
345,0,1,1,0
25,4,0,5,0
262,1,0,0,0
195,1,0,0,0
482,3,16,6,1
29,1,3,2,0
659,2,27,3,1
143,4,21,2,1
937,3,20,4,1
526,8,23,9,1
779,0,6,2,1
267,3,1,6,0
274,4,3,4,0
158,0,0,5,0
185,0,0,0,0
210,3,2,2,0
43,1,1,0,0
648,7,21,4,1
231,4,6,10,1
151,0,0,2,0
48,1,0,0,0
163,2,3,0,0
206,4,20,6,1
415,5,3,1,0
965,3,14,8,1
171,4,3,0,0
240,1,0,2,0
266,1,1,0,0
408,0,24,8,1
94,1,2,2,0
374,4,10,9,1
60,2,3,2,0
646,4,5,7,1
145,2,3,0,0
190,1,1,1,0
277,2,0,5,0
951,3,16,1,1
161,3,26,8,1
56,2,2,1,0
515,3,14,10,1
905,4,5,8,1
91,0,3,0,0
402,2,3,2,0
640,9,15,8,1
159,1,0,2,0
794,4,1,0,1
130,1,2,5,0
589,10,8,8,1
236,0,2,0,0
229,3,24,6,1
281,2,1,1,0
599,4,15,10,1
444,7,15,7,1
956,6,5,7,1
56,2,0,0,0
304,1,7,0,0
101,0,1,1,0
225,0,3,6,0
162,9,21,4,1
238,1,6,2,0
267,1,4,1,0
153,0,3,2,0
50,0,1,2,0
500,5,8,7,1
183,2,0,1,0
526,2,24,6,1
653,9,30,9,1
242,1,2,1,0
560,5,0,4,1
757,8,0,6,1
223,2,0,0,0
66,1,3,2,0
865,10,5,6,1
341,4,8,2,0
160,9,20,0,1
62,1,1,2,0
511,3,26,5,1
425,3,13,5,1
730,0,19,8,1
183,3,30,0,1
49,0,2,4,0
297,1,3,2,0
202,3,8,6,1
390,2,3,6,0
93,2,1,2,0
162,1,1,3,0
101,9,16,3,1
370,0,2,2,0
243,1,1,5,0
142,9,3,5,1
182,1,0,0,0
739,3,5,1,1
686,8,14,10,1
80,3,13,6,1
46,2,1,0,0
757,9,12,7,1
565,7,15,5,1
565,6,7,7,1
233,1,0,1,0
220,4,3,1,0
703,9,27,3,1
330,10,10,5,1
123,0,0,2,0
31,1,2,1,0
174,1,4,2,0
276,5,27,2,1
882,1,18,9,1
452,6,12,6,1
908,2,29,9,1
254,1,2,2,0
372,8,6,9,1
374,3,17,3,1
146,4,28,5,1
245,2,2,2,0
162,2,1,1,0
200,5,3,2,0
908,2,27,9,1
559,4,19,4,1
161,8,26,9,1
164,2,0,8,1
393,5,1,1,0
35,2,3,0,0
996,9,2,8,1
189,2,2,2,0
85,0,3,1,0
298,0,1,1,0
292,1,0,1,0
81,1,1,2,0
121,0,9,6,0
296,2,8,1,0
148,2,0,1,0
54,7,14,4,1
126,1,2,1,0
296,2,3,1,0
471,2,9,6,1
48,0,0,1,0
143,4,5,4,1
530,10,21,7,1
612,6,9,0,1
819,3,28,0,1
290,1,0,0,0
58,0,2,2,0
141,1,10,0,0
286,4,3,2,0
414,3,14,3,1
728,2,22,3,1
264,1,2,2,0
78,2,3,2,0
230,2,1,1,0
266,1,3,0,0
491,0,2,1,0
184,1,2,0,0
187,1,0,2,0
198,4,27,10,1
405,1,3,2,0
37,1,9,1,0
211,1,0,0,0
951,9,2,4,1
145,1,3,2,0
596,2,6,2,1
188,2,22,6,1
717,1,2,2,1
429,7,26,10,1
135,0,3,0,1
50,10,0,4,1
442,4,2,10,1
173,2,18,6,1
192,1,1,1,0
107,2,2,1,0
172,3,2,2,0
275,2,0,0,0
271,4,1,0,0
75,1,0,2,0
216,0,2,2,0
201,0,1,0,0
183,5,23,0,1
331,3,8,10,1
229,0,4,1,0
499,4,0,1,1
362,8,23,8,1
775,5,12,2,1
140,3,24,8,1
202,0,3,2,0
76,4,8,8,1
231,4,3,2,0
186,6,12,4,1
152,5,23,6,1
154,9,25,10,1
751,5,17,8,1
53,2,2,2,0
683,7,30,4,1
410,5,0,10,1
546,0,22,7,1
315,3,21,3,1
475,7,15,10,1
79,4,25,6,1
113,10,9,6,1
153,8,6,6,1
273,2,0,3,0
221,1,5,2,0
517,2,18,10,1
247,2,3,2,0
73,2,4,1,0
195,2,1,1,0
298,3,1,2,0
871,8,6,6,1
205,1,0,2,0
582,8,24,5,1
277,2,1,2,0
228,0,1,2,0
535,3,11,3,1
226,1,2,2,0
359,0,2,2,0
273,2,3,1,0
387,3,19,3,1
204,1,8,2,0
681,7,22,1,1
159,2,6,8,1
145,2,7,2,0
58,2,2,6,0
203,0,7,2,0
975,5,27,5,1
104,3,3,8,1
131,5,10,2,1
415,4,21,10,1
117,7,9,10,1
228,2,8,0,0
38,2,6,1,0
301,1,21,3,1
40,2,1,1,0
87,0,1,0,0
275,1,5,0,0
20,1,3,0,0
184,2,10,2,0
140,2,14,2,1
100,3,21,1,1
842,2,16,4,1
332,10,13,1,1
187,4,18,3,1
694,3,23,5,1
732,6,27,7,1
125,3,26,2,1
245,4,8,1,0
106,1,1,0,0
59,0,2,1,0
139,8,2,0,1
221,0,6,1,0
580,3,26,3,1
86,5,27,8,1
183,2,0,5,0
432,9,29,10,1
215,2,0,4,0
647,3,22,8,1
269,0,3,2,0
284,2,3,1,0
657,1,17,3,1
259,0,0,1,0
195,2,0,1,0
819,8,14,7,1
118,7,24,7,1
150,0,1,1,0
39,0,0,2,0
180,10,23,6,1
103,4,0,2,0
172,2,0,4,1
464,2,3,1,0
205,7,13,7,1
108,10,20,5,1
67,2,0,0,0
30,0,2,4,0
423,1,0,0,0
311,2,23,9,1
652,8,3,6,1
203,7,28,3,1
690,2,11,8,1
623,3,7,2,1
306,5,8,0,0
390,6,23,3,1
490,0,1,6,0
337,0,9,0,0
96,1,2,6,0
226,0,3,0,0
256,6,7,2,1
272,0,3,0,0
256,2,3,1,0
246,1,7,0,0
33,2,0,5,0
431,9,21,2,1
259,0,1,6,0
119,2,3,1,0
955,5,11,5,1
730,8,20,4,1
277,2,8,1,0
164,9,25,6,1
735,7,30,1,1
300,1,4,1,0
54,2,11,5,1
238,1,7,2,0
88,3,2,2,0
133,0,1,0,0
880,1,17,7,1
171,1,7,0,0
168,3,21,3,1
111,2,0,2,0
133,0,10,2,0
197,2,10,4,1
66,0,1,0,0
101,5,0,8,1
78,5,19,3,1
660,6,4,7,1
163,2,25,3,1
943,10,7,7,1
946,7,16,10,1
255,1,2,0,0
149,5,21,9,1
352,0,3,0,0
77,2,0,0,0
261,1,2,2,0
353,2,7,5,1
277,0,1,1,0
183,8,13,9,1
127,0,2,2,0
161,1,3,1,0
167,3,4,4,1
869,10,8,3,1
220,5,3,1,0
137,2,0,0,0
214,0,1,2,0
990,4,2,3,1
96,0,3,1,0
290,4,0,0,0
273,2,2,5,0
653,6,21,2,1
124,4,1,5,1
167,5,3,4,0
77,2,5,3,1
166,9,29,7,1
139,5,11,5,1
436,10,10,1,1
237,1,1,1,0
142,0,1,10,1
289,0,0,0,0
134,4,3,1,0
614,0,0,3,1
71,1,24,9,1
247,1,3,0,0
451,2,18,7,1
221,0,2,1,0
748,3,22,10,1
157,2,0,2,0
142,2,10,3,1
